bin0
832.0
832.0
831.0
831.0
831.0
831.0
831.0
831.0
831.0
831.0
830.0
830.0
830.0
831.0
831.0
831.0
830.0
829.0
829.0
828.0
829.0
830.0
829.0
829.0
828.0
829.0
831.0
832.0
832.0
832.0
832.0
833.0
834.0
834.0
833.0
833.0
834.0
834.0
834.0
834.0
834.0
834.0
834.0
834.0
833.0
833.0
833.0
833.0
831.0
829.0
829.0
828.0
826.0
824.0
823.0
821.0
821.0
820.0
853.0
884.0
872.0
808.0
773.0
758.0
747.0
738.0
733.0
731.0
728.0
724.0
721.0
718.0
716.0
713.0
713.0
710.0
709.0
707.0
707.0
705.0
705.0
703.0
702.0
701.0
702.0
702.0
702.0
701.0
700.0
696.0
695.0
695.0
694.0
693.0
693.0
693.0
692.0
693.0
693.0
691.0
691.0
690.0
703.0
731.0
770.0
795.0
805.0
811.0
814.0
817.0
819.0
822.0
822.0
823.0
823.0
824.0
825.0
825.0
825.0
826.0
826.0
828.0
830.0
830.0
831.0
830.0
830.0
829.0
828.0
828.0
829.0
828.0
828.0
827.0
827.0
827.0
827.0
826.0
826.0
826.0
827.0
826.0
824.0
824.0
823.0
822.0
822.0
822.0
821.0
821.0
820.0
818.0
817.0
818.0
817.0
817.0
817.0
817.0
817.0
816.0
815.0
816.0
817.0
817.0
816.0
818.0
818.0
817.0
817.0
818.0
818.0
818.0
818.0
818.0
819.0
818.0
818.0
818.0
817.0
817.0
817.0
815.0
837.0
840.0
823.0
792.0
775.0
760.0
745.0
734.0
726.0
720.0
718.0
713.0
709.0
706.0
705.0
703.0
702.0
701.0
699.0
697.0
696.0
694.0
691.0
690.0
688.0
687.0
686.0
687.0
687.0
687.0
685.0
686.0
685.0
687.0
686.0
686.0
684.0
684.0
683.0
683.0
683.0
684.0
697.0
721.0
758.0
781.0
797.0
804.0
809.0
813.0
814.0
816.0
817.0
818.0
818.0
820.0
820.0
820.0
820.0
821.0
821.0
822.0
822.0
823.0
824.0
824.0
824.0
824.0
823.0
824.0
823.0
824.0
823.0
823.0
823.0
823.0
823.0
822.0
822.0
823.0
823.0
823.0
820.0
822.0
822.0
824.0
823.0
823.0
823.0
823.0
823.0
822.0
823.0
824.0
824.0
824.0
825.0
824.0
824.0
824.0
824.0
824.0
824.0
824.0
825.0
825.0
824.0
823.0
823.0
824.0
825.0
824.0
824.0
824.0
824.0
823.0
823.0
824.0
824.0
823.0
822.0
822.0
821.0
819.0
832.0
836.0
815.0
769.0
752.0
744.0
735.0
729.0
724.0
721.0
717.0
714.0
713.0
713.0
712.0
710.0
709.0
709.0
708.0
707.0
705.0
704.0
702.0
699.0
696.0
694.0
693.0
692.0
692.0
693.0
693.0
690.0
687.0
685.0
683.0
684.0
683.0
682.0
683.0
683.0
682.0
682.0
682.0
681.0
679.0
682.0
708.0
743.0
773.0
793.0
801.0
805.0
810.0
812.0
815.0
816.0
816.0
817.0
817.0
818.0
819.0
820.0
821.0
820.0
821.0
824.0
825.0
826.0
825.0
824.0
823.0
824.0
825.0
825.0
825.0
825.0
824.0
823.0
823.0
822.0
823.0
823.0
823.0
823.0
823.0
820.0
819.0
819.0
819.0
820.0
820.0
820.0
820.0
819.0
819.0
818.0
819.0
819.0
819.0
819.0
819.0
818.0
818.0
818.0
820.0
820.0
820.0
820.0
821.0
821.0
821.0
820.0
820.0
821.0
821.0
821.0
822.0
822.0
822.0
822.0
821.0
820.0
819.0
818.0
818.0
818.0
817.0
819.0
820.0
818.0
836.0
825.0
785.0
750.0
731.0
722.0
714.0
711.0
705.0
702.0
699.0
697.0
696.0
695.0
693.0
693.0
691.0
690.0
691.0
691.0
690.0
689.0
687.0
687.0
689.0
689.0
688.0
688.0
689.0
688.0
688.0
689.0
689.0
689.0
688.0
688.0
688.0
688.0
688.0
687.0
688.0
687.0
686.0
684.0
683.0
697.0
725.0
768.0
790.0
805.0
810.0
815.0
819.0
821.0
823.0
824.0
825.0
826.0
827.0
829.0
830.0
831.0
831.0
832.0
831.0
831.0
830.0
831.0
832.0
832.0
832.0
833.0
833.0
833.0
833.0
833.0
833.0
833.0
833.0
833.0
832.0
832.0
832.0
832.0
833.0
833.0
832.0
833.0
833.0
833.0
832.0
831.0
831.0
832.0
831.0
831.0
831.0
832.0
832.0
832.0
831.0
832.0
832.0
831.0
832.0
832.0
832.0
832.0
831.0
832.0
832.0
832.0
832.0
832.0
832.0
832.0
832.0
833.0
833.0
834.0
833.0
833.0
835.0
838.0
837.0
837.0
836.0
836.0
836.0
836.0
835.0
835.0
835.0
835.0
835.0
834.0
834.0
833.0
834.0
833.0
833.0
833.0
832.0
832.0
830.0
829.0
829.0
829.0
828.0
828.0
828.0
829.0
828.0
827.0
826.0
826.0
827.0
827.0
