bin0
882.0
882.0
882.0
882.0
881.0
883.0
882.0
882.0
881.0
881.0
881.0
881.0
883.0
883.0
884.0
884.0
883.0
882.0
883.0
883.0
883.0
883.0
883.0
883.0
882.0
881.0
882.0
882.0
882.0
882.0
882.0
882.0
884.0
884.0
883.0
880.0
880.0
881.0
881.0
882.0
882.0
881.0
881.0
882.0
881.0
879.0
878.0
877.0
868.0
832.0
790.0
766.0
761.0
755.0
750.0
746.0
749.0
748.0
749.0
748.0
746.0
744.0
742.0
739.0
740.0
737.0
740.0
741.0
742.0
742.0
744.0
744.0
741.0
737.0
736.0
737.0
736.0
735.0
736.0
737.0
740.0
744.0
745.0
752.0
801.0
853.0
880.0
883.0
882.0
883.0
883.0
883.0
882.0
883.0
883.0
883.0
881.0
882.0
883.0
883.0
883.0
883.0
884.0
884.0
884.0
886.0
886.0
885.0
884.0
884.0
883.0
882.0
882.0
883.0
883.0
885.0
883.0
883.0
882.0
883.0
884.0
884.0
883.0
883.0
883.0
883.0
883.0
884.0
883.0
883.0
883.0
884.0
885.0
885.0
884.0
884.0
882.0
882.0
882.0
881.0
882.0
882.0
881.0
883.0
884.0
885.0
884.0
883.0
883.0
882.0
880.0
881.0
881.0
881.0
882.0
881.0
881.0
880.0
878.0
881.0
883.0
880.0
880.0
863.0
819.0
771.0
757.0
754.0
756.0
755.0
756.0
756.0
747.0
744.0
746.0
748.0
748.0
750.0
753.0
753.0
749.0
746.0
745.0
746.0
744.0
746.0
744.0
746.0
747.0
745.0
746.0
749.0
749.0
744.0
739.0
736.0
743.0
750.0
749.0
744.0
743.0
787.0
842.0
882.0
885.0
886.0
887.0
887.0
888.0
888.0
888.0
887.0
886.0
887.0
887.0
888.0
886.0
885.0
886.0
888.0
887.0
887.0
888.0
887.0
886.0
885.0
885.0
885.0
885.0
886.0
887.0
888.0
888.0
887.0
885.0
884.0
886.0
887.0
888.0
887.0
887.0
887.0
887.0
885.0
885.0
885.0
885.0
885.0
885.0
886.0
886.0
887.0
887.0
886.0
885.0
884.0
884.0
885.0
886.0
884.0
884.0
884.0
884.0
884.0
884.0
883.0
884.0
884.0
885.0
885.0
881.0
879.0
845.0
801.0
772.0
768.0
763.0
762.0
761.0
760.0
759.0
757.0
755.0
751.0
749.0
751.0
753.0
750.0
752.0
750.0
746.0
744.0
741.0
741.0
743.0
743.0
740.0
743.0
746.0
746.0
740.0
736.0
742.0
743.0
740.0
743.0
749.0
748.0
755.0
798.0
849.0
885.0
886.0
888.0
888.0
888.0
887.0
886.0
886.0
887.0
888.0
887.0
887.0
887.0
889.0
889.0
887.0
888.0
888.0
888.0
889.0
890.0
891.0
891.0
892.0
892.0
892.0
891.0
890.0
889.0
888.0
890.0
891.0
891.0
890.0
890.0
890.0
890.0
889.0
890.0
890.0
889.0
889.0
890.0
888.0
888.0
888.0
889.0
888.0
888.0
888.0
887.0
887.0
887.0
888.0
886.0
887.0
886.0
885.0
886.0
885.0
884.0
884.0
884.0
884.0
884.0
883.0
883.0
881.0
880.0
841.0
798.0
767.0
762.0
759.0
760.0
762.0
762.0
756.0
751.0
752.0
753.0
755.0
760.0
762.0
756.0
750.0
752.0
752.0
751.0
749.0
752.0
755.0
755.0
755.0
754.0
755.0
756.0
758.0
758.0
755.0
756.0
757.0
756.0
748.0
745.0
746.0
747.0
744.0
744.0
742.0
746.0
751.0
752.0
751.0
752.0
752.0
755.0
755.0
778.0
827.0
873.0
888.0
888.0
889.0
889.0
888.0
888.0
889.0
889.0
889.0
889.0
889.0
890.0
892.0
892.0
893.0
892.0
890.0
891.0
893.0
893.0
892.0
892.0
891.0
893.0
894.0
894.0
893.0
892.0
892.0
891.0
892.0
893.0
892.0
892.0
893.0
893.0
893.0
891.0
891.0
892.0
893.0
893.0
894.0
893.0
892.0
891.0
892.0
893.0
892.0
892.0
892.0
890.0
892.0
892.0
890.0
891.0
891.0
891.0
891.0
892.0
892.0
893.0
893.0
892.0
892.0
891.0
891.0
892.0
