bin0
964.0
965.0
965.0
964.0
963.0
962.0
962.0
961.0
962.0
962.0
962.0
963.0
962.0
961.0
962.0
960.0
960.0
960.0
962.0
963.0
964.0
964.0
963.0
961.0
944.0
913.0
886.0
884.0
873.0
860.0
856.0
860.0
866.0
860.0
865.0
862.0
858.0
855.0
855.0
859.0
855.0
863.0
860.0
861.0
860.0
864.0
860.0
856.0
853.0
853.0
857.0
893.0
937.0
964.0
963.0
963.0
963.0
963.0
961.0
962.0
963.0
964.0
963.0
963.0
962.0
963.0
961.0
962.0
963.0
963.0
962.0
962.0
964.0
964.0
964.0
963.0
965.0
967.0
965.0
964.0
962.0
963.0
966.0
965.0
962.0
960.0
961.0
962.0
966.0
964.0
962.0
962.0
963.0
963.0
962.0
961.0
961.0
944.0
906.0
869.0
858.0
859.0
856.0
853.0
849.0
850.0
852.0
856.0
856.0
850.0
848.0
843.0
843.0
842.0
845.0
856.0
851.0
845.0
838.0
845.0
846.0
845.0
845.0
848.0
848.0
851.0
873.0
921.0
958.0
965.0
966.0
965.0
965.0
966.0
964.0
963.0
962.0
963.0
964.0
964.0
964.0
962.0
963.0
962.0
963.0
964.0
966.0
964.0
961.0
961.0
963.0
966.0
967.0
965.0
962.0
963.0
964.0
964.0
964.0
965.0
963.0
962.0
961.0
963.0
962.0
962.0
962.0
963.0
965.0
964.0
943.0
902.0
863.0
862.0
859.0
852.0
850.0
851.0
855.0
855.0
846.0
843.0
842.0
845.0
845.0
845.0
847.0
842.0
847.0
840.0
838.0
840.0
849.0
850.0
848.0
844.0
850.0
886.0
930.0
963.0
965.0
964.0
963.0
962.0
964.0
964.0
964.0
965.0
964.0
965.0
964.0
963.0
962.0
962.0
963.0
965.0
964.0
965.0
963.0
963.0
963.0
965.0
963.0
964.0
962.0
963.0
964.0
965.0
966.0
964.0
965.0
966.0
967.0
965.0
966.0
966.0
966.0
965.0
964.0
964.0
964.0
964.0
963.0
962.0
964.0
964.0
