bin0
73.0
78.0
79.0
77.0
75.0
77.0
78.0
77.0
81.0
80.0
80.0
76.0
77.0
77.0
77.0
78.0
76.0
78.0
78.0
74.0
75.0
76.0
77.0
74.0
74.0
74.0
74.0
72.0
72.0
71.0
71.0
70.0
72.0
74.0
77.0
74.0
71.0
75.0
79.0
77.0
75.0
73.0
73.0
74.0
76.0
78.0
75.0
74.0
73.0
76.0
76.0
78.0
77.0
77.0
77.0
78.0
77.0
74.0
75.0
77.0
77.0
74.0
75.0
75.0
74.0
76.0
78.0
78.0
76.0
75.0
77.0
78.0
76.0
77.0
76.0
77.0
76.0
75.0
77.0
79.0
78.0
77.0
79.0
77.0
78.0
75.0
76.0
79.0
77.0
77.0
79.0
80.0
78.0
75.0
75.0
80.0
78.0
76.0
76.0
78.0
76.0
77.0
76.0
79.0
78.0
79.0
80.0
82.0
80.0
77.0
77.0
79.0
76.0
73.0
74.0
75.0
71.0
71.0
70.0
70.0
71.0
72.0
71.0
70.0
69.0
70.0
70.0
71.0
71.0
71.0
67.0
66.0
68.0
68.0
66.0
67.0
67.0
71.0
71.0
73.0
73.0
72.0
67.0
64.0
66.0
68.0
64.0
56.0
47.0
45.0
45.0
44.0
44.0
46.0
49.0
49.0
49.0
49.0
